id,level,status,note,ground_truth,predicted_table
L3-Q-EASY-023,EASY,correct,Value-level match against ground truth; output is markdown table.,DIM_BANK_ACCOUNT มีบัญชีธนาคารทั้งหมด 14 บัญชี.,"| COUNT(*) |
| --- |
| 14 |"
L3-Q-EASY-024,EASY,correct,Value-level match against ground truth; output is markdown table.,"refund threshold ที่มีผล ณ วันที่ 1 เมษายน 2025 คือ 5,000.00 บาท (policy_version_id 12).","| policy_version_id | policy_variable | value_numeric | effective_date | end_date |
| --- | --- | --- | --- | --- |
| 12 | refund_threshold_thb | 5,000.00 | 2025-03-15 |  |"
L3-Q-EASY-025,EASY,correct,Value-level match against ground truth; output is markdown table.,DIM_PROMO_CAMPAIGN มีแคมเปญโปรโมชันทั้งหมด 7 แคมเปญ.,"| COUNT(*) |
| --- |
| 7 |"
L3-Q-HARD-001,HARD,wrong,Incorrect invoice reconciliation; predicted total amount instead of duplicate invoice identity/details.,"(1) Invoice ID ที่ซ้ำ: PW-INV-2568-04823 (2) มี 2 แถวที่ใช้ invoice ID เดียวกัน (3) แถวที่ 1: payment_id=VP-202504-9096124, 89,000 THB, posting_date=2025-04-05; แถวที่ 2: payment_id=VP-202509-15179906, 104,500 THB, posting_date=2025-09-10","| total_amount_thb |
| --- |
| 2,953,453,591.00 |"
L3-Q-HARD-002,HARD,wrong,"Partial only: phantom count and duplicate discount appear, but inflation percentage/raw vs dedup metrics are incorrect or incomplete.","มี phantom/log ซ้ำจาก app channel 1 รายการ; มี LINE WORKS thread วันที่ 2025-07-15 ยืนยันว่าเกิด app bug; ยอด discount ที่ถูกนับซ้ำ 4,135.00 THB; ยอด raw 15,840.00 เทียบ dedup 11,705.00 ทำให้ inflate 35.3%","| phantom_count | total_discount_inflated | inflation_percentage |
| --- | --- | --- |
| 1 | 4,135.00 | 100.00 |"
L3-Q-HARD-003,HARD,wrong,No matching answer rows; misses requested anomaly.,(1) วันที่ spike: 2025-07-15 (2) SKU ที่ครอง: SF-Galaxy-Pro-2568 (501 จาก 530 line items = 94.53%) (3) จำนวนธุรกรรมทั้งหมด: 512 รายการ (median ปกติ ~12/วัน),(no rows)
L3-Q-HARD-004,HARD,wrong,No matching answer rows; misses requested anomaly.,SKU คือ WK-SW-004; สาขาคือ HKT-FEST; มี hardware batch defect return 28 ครั้งในช่วงเม.ย.-พ.ค. 2025,(no rows)
L3-Q-HARD-005,HARD,wrong,"Partial only: shipment/date counts present, but max lag/cause details do not match ground truth.",มี shipment mismatch 8 รายการ; business_event_date ครอบคลุม 2024-08-22 ถึง 2024-08-24; posting_date batch คือ 2024-09-30; lag สูงสุด 39 วัน,"| total_shipments | min_business_event_date | max_business_event_date | min_posting_date | max_posting_date | max_lag_days |
| --- | --- | --- | --- | --- | --- |
| 8 | 2024-08-22 | 2024-08-24 | 2024-09-30 | 2024-09-30 | 0 |"
L3-Q-HARD-006,HARD,wrong,"Max lag matches, but cross-month count differs from ground truth.",(1) 767 แถว (จาก 809 ทั้งหมด) เป็น cross-month posting (2) Lag สูงสุด: 28 วัน (เช่น business_event_date 2024-01-31 → posting_date 2024-02-28),"| cross_month_count | max_lag_days |
| --- | --- |
| 809 | 28.00 |"
L3-Q-HARD-007,HARD,wrong,No matching answer rows; misses requested anomaly.,"2025 Q3; revenue 178,707,675.00 THB; baseline เฉลี่ยอีก 7 ไตรมาส 41,816,611.14 THB; ratio 4.27 เท่า",(no rows)
L3-Q-HARD-008,HARD,wrong,"Partial only: largest deposit core fields match, but source driver/campaign/SKU explanation required by ground truth is missing.","largest deposit คือวันที่ 2025-07-15, account_id OPER-REMOTE, amount 18,906,765.00 THB. ตัวขับเคลื่อนคือยอดขาย REMOTE credit_card วันที่ 2025-07-15 ซึ่งถูกดันโดยการเปิดตัว SF-Galaxy-Pro-2568 ภายใต้ promo SF-LAUNCH-2568","| business_event_date | account_id | amount_thb |
| --- | --- | --- |
| 2025-07-15 | OPER-REMOTE | 18,906,765.00 |"
L3-Q-HARD-009,HARD,wrong,Incorrect inventory anomaly framing; answers closing units rather than all-zero snapshot pattern.,มี SKU ที่ closing_units=0 ทุกสาขาใน snapshot 100 SKU; ในนั้นมี end_of_life_date ใน DIM_PRODUCT 0 SKU; snapshot ครอบคลุม 10 สาขา ไม่ตรงกับ DIM_BRANCH 11 สาขา โดยสาขาที่หายไปคือ REMOTE,"| event_year | event_month | branch_name_en | sku_id | total_closing_units |
| --- | --- | --- | --- | --- |
| 2025 | 2025-12 | FahMai Khon Kaen Central | SF-Galaxy-Pro-2568 | 1,217.00 |
| 2025 | 2025-12 | FahMai Phuket Festival | SF-Galaxy-Pro-2568 | 1,204.00 |
| 2025 | 2025-12 | Bangkok Ratchada 9 HQ | SF-Galaxy-Pro-2568 | 1,199.00 |
| 2025 | 2025-12 | FahMai Udon Central | SF-Galaxy-Pro-2568 | 1,197.00 |
| 2025 | 2025-12 | FahMai Chiang Mai Maya | SF-Galaxy-Pro-2568 | 1,194.00 |
| 2025 | 2025-12 | FahMai Pattaya Central | SF-Galaxy-Pro-2568 | 1,192.00 |
| 2025 | 2025-12 | FahMai Central World | SF-Galaxy-Pro-2568 | 1,181.00 |
| 2025 | 2025-12 | FahMai EM Sphere | SF-Galaxy-Pro-2568 | 1,177.00 |
| 2025 | 2025-11 | FahMai Khon Kaen Central | SF-Galaxy-Pro-2568 | 1,176.00 |
| 2025 | 2025-12 | FahMai Phuket Road | SF-Galaxy-Pro-2568 | 1,167.00 |
| 2025 | 2025-11 | FahMai Phuket Festival | SF-Galaxy-Pro-2568 | 1,164.00 |
| 2025 | 2025-11 | Bangkok Ratchada 9 HQ | SF-Galaxy-Pro-2568 | 1,158.00 |
| 2025 | 2025-11 | FahMai Chiang Mai Maya | SF-Galaxy-Pro-2568 | 1,154.00 |
| 2025 | 2025-11 | FahMai Pattaya Central | SF-Galaxy-Pro-2568 | 1,154.00 |
| 2025 | 2025-11 | FahMai Udon Central | SF-Galaxy-Pro-2568 | 1,154.00 |
| 2025 | 2025-11 | FahMai Central World | SF-Galaxy-Pro-2568 | 1,142.00 |
| 2025 | 2025-11 | FahMai EM Sphere | SF-Galaxy-Pro-2568 | 1,140.00 |
| 2025 | 2025-11 | FahMai Phuket Road | SF-Galaxy-Pro-2568 | 1,135.00 |
| 2025 | 2025-12 | FahMai Siam | SF-Galaxy-Pro-2568 | 1,132.00 |
| 2025 | 2025-12 | FahMai Udon Central | SKU-MASS-008 | 1,130.00 |
| 2025 | 2025-10 | FahMai Khon Kaen Central | SF-Galaxy-Pro-2568 | 1,129.00 |
| 2025 | 2025-10 | FahMai Phuket Festival | SF-Galaxy-Pro-2568 | 1,121.00 |
| 2025 | 2025-10 | FahMai Udon Central | SF-Galaxy-Pro-2568 | 1,120.00 |
| 2025 | 2025-10 | FahMai Pattaya Central | SF-Galaxy-Pro-2568 | 1,119.00 |
| 2025 | 2025-12 | FahMai Udon Central | SKU-MASS-010 | 1,118.00 |
| 2025 | 2025-10 | FahMai Chiang Mai Maya | SF-Galaxy-Pro-2568 | 1,116.00 |
| 2025 | 2025-12 | FahMai Udon Central | NT-LT-001 | 1,115.00 |
| 2025 | 2025-10 | Bangkok Ratchada 9 HQ | SF-Galaxy-Pro-2568 | 1,110.00 |
| 2025 | 2025-10 | FahMai Central World | SF-Galaxy-Pro-2568 | 1,109.00 |
| 2025 | 2025-12 | FahMai Udon Central | SKU-MASS-009 | 1,105.00 |
| 2025 | 2025-12 | FahMai Udon Central | SKU-MASS-012 | 1,105.00 |
| 2025 | 2025-12 | FahMai Udon Central | SKU-MASS-007 | 1,103.00 |
| 2025 | 2025-10 | FahMai EM Sphere | SF-Galaxy-Pro-2568 | 1,099.00 |
| 2025 | 2025-10 | FahMai Phuket Road | SF-Galaxy-Pro-2568 | 1,098.00 |
| 2025 | 2025-11 | FahMai Siam | SF-Galaxy-Pro-2568 | 1,096.00 |
| 2025 | 2025-12 | FahMai Udon Central | SKU-MASS-011 | 1,095.00 |
| 2025 | 2025-12 | FahMai Udon Central | DN-LT-010 | 1,094.00 |
| 2025 | 2025-12 | FahMai Khon Kaen Central | NT-LT-001 | 1,093.00 |
| 2025 | 2025-12 | FahMai Khon Kaen Central | SKU-MASS-008 | 1,089.00 |
| 2025 | 2025-12 | FahMai Khon Kaen Central | AW-MN-001 | 1,086.00 |
| 2025 | 2025-09 | FahMai Khon Kaen Central | SF-Galaxy-Pro-2568 | 1,085.00 |
| 2025 | 2025-11 | FahMai Udon Central | SKU-MASS-008 | 1,085.00 |
| 2025 | 2025-12 | FahMai Khon Kaen Central | DN-LT-010 | 1,083.00 |
| 2025 | 2025-12 | FahMai Phuket Festival | DN-LT-010 | 1,082.00 |
| 2025 | 2025-12 | FahMai Udon Central | AW-MN-001 | 1,082.00 |
| 2025 | 2025-09 | FahMai Udon Central | SF-Galaxy-Pro-2568 | 1,080.00 |
| 2025 | 2025-09 | FahMai Phuket Festival | SF-Galaxy-Pro-2568 | 1,079.00 |
| 2025 | 2025-12 | FahMai Khon Kaen Central | SKU-MASS-011 | 1,078.00 |
| 2025 | 2025-12 | FahMai Phuket Festival | SKU-MASS-007 | 1,078.00 |
| 2025 | 2025-12 | FahMai Phuket Festival | SKU-MASS-012 | 1,078.00 |"
L3-Q-HARD-010,HARD,correct,Strict match for campaign ROI headline values.,"(1) Campaign ID: SF-LAUNCH-2568 (2) ROI ratio: 19.0x (net_total 143,301,515 THB / discount_total 7,542,185 THB)","| campaign_id | roi_ratio |
| --- | --- |
| SF-LAUNCH-2568 | 19.00 |"
L3-Q-HARD-011,HARD,wrong,"Deposit total matches, but share/percentage context is wrong.","(1) ยอด deposit กรกฎาคม 2025: 150,986,075.00 THB (89 รายการ) (2) 49.5% ของยอด deposit ทั้งปี 2025 (305,078,991 THB) → 2-tuple: (150,986,075.0, 49.5%)","| total_deposit_july_2025 | deposit_percentage_of_year_2025 |
| --- | --- |
| 150,986,075.00 | 100.00 |"
L3-Q-HARD-012,HARD,wrong,"Partial vendor spend list, but misses top share and duplicate invoice linkage required by ground truth.","vendor spend เรียงมากไปน้อย: V-001=16,320,000.00 THB; V-002=8,064,000.00 THB; V-006=3,552,000.00 THB; V-013=2,032,350.00 THB; V-014=2,016,000.00 THB; V-018=1,382,400.00 THB. อันดับ 1 คือ V-001 คิดเป็น 48.9% ของ spend ทั้งหมด. duplicate vendor_invoice_id มี 1 id: V-013/PW-INV-2568-04823 (2 rows)","| vendor_id | total_paid_thb |
| --- | --- |
| V-001 | 16,320,000.00 |
| V-002 | 8,064,000.00 |
| V-006 | 3,552,000.00 |
| V-013 | 2,032,350.00 |
| V-014 | 2,016,000.00 |
| V-018 | 1,382,400.00 |"
L3-Q-HARD-013,HARD,wrong,"Partial opening-balance totals, but misses REMOTE amount and transfer/date explanation.","opening_balance รวม 12,652 units จาก 11 แถว / 11 branch. branch สูงสุดคือ REMOTE 12,152 units. วันที่ 2024-01-15 มี opening_balance 0 แถว; วันเดียวกันมี transfer_in 10 แถว quantity รวม 500 units ซึ่งไม่รวมใน opening_balance","| total_opening_balance | row_count | branch_count |
| --- | --- | --- |
| 12652 | 11 | 11 |"
L3-Q-HARD-014,HARD,wrong,No matching answer rows; misses requested anomaly.,"CEO ปัจจุบันคือ EMP-L3-00013 Naret Vision (CEO); leadership handover มีผลวันที่ 2025-01-15. ผู้อนุมัติ refund มากที่สุดคือ EMP-L3-00005 Fin Approver (Finance Manager) จำนวน 7,116 แถว. เป็นคนเดียวกับ CEO หรือไม่: ไม่; role จริงคือ dept_code=FIN, position_level=Manager",(no rows)
L3-Q-HARD-015,HARD,wrong,"Partial duplicate invoice metrics, but misses row-level/AP responsibility/status evidence.","(1) 2 แถว: VP-202504-9096124 (posting 2025-04-05, 89,000 THB) และ VP-202509-15179906 (posting 2025-09-10, 104,500 THB) (2) payment_id = VP-202504-9096124, จ่าย 89,000 THB (3) ทีม AP (Accounts Payable) รับผิดชอบยืนยัน canonical record; สถานะยังอยู่ระหว่างดำเนินการ (not yet resolved ในวันนั้น)","| duplicate_count | vendor_invoice_id | unique_payment_count | total_paid_thb |
| --- | --- | --- | --- |
| 2 | PW-INV-2568-04823 | 2 | 193,500.00 |"
L3-Q-HARD-016,HARD,wrong,"Phantom duplicate count matches, but real redemptions and discount totals are incorrect.","phantom duplicate ของ campaign SF-LAUNCH-2568 มี 4 rows. หลังหัก phantom rows เหลือ redemption จริง 39 rows. discount_applied_thb รวมจริงหลัง dedup = 143,505.00 THB","| phantom_duplicates | real_redemptions | total_discount_thb |
| --- | --- | --- |
| 4 | 4 | 15,485.00 |"
L3-Q-HARD-017,HARD,wrong,Incorrect shipment count/cause; returns zero rows instead of delayed shipment pattern.,สาเหตุคือ temporary service disruption / carrier disruption จัดเป็น external จากฝั่ง carrier. carrier คือ V-006 VeloShip. ช่วง 2024-08-22 ถึง 2024-08-24 มี shipment ของ carrier นี้ 88 แถว,"| shipment_count |
| --- |
| 0 |"
L3-Q-HARD-018,HARD,wrong,Incorrect generic row count; misses supply-driven shortage attribution.,"เป็น supply-driven: สินค้า out of stock จาก upstream component supply shortage. ยอดขายลดจาก 234,214,000.00 เป็น 212,414,700.00 THB (-21,799,300.00 THB, -9.3%). LINE WORKS ภายในที่ Ops/CS คุยเรื่องนี้มี 4 threads; LINE OA ที่ CS แจ้งลูกค้าด้วยสถานะเดียวกันมี 150 threads","| row_count |
| --- |
| 7133 |"
L3-Q-HARD-019,HARD,wrong,No matching answer rows; misses requested anomaly.,"(1) 14 รายการ (2) 77,250.00 THB (3) EMP-L3-00010, May Support, CS Agent, dept_code=SUP (4) ชื่อขั้นตอน: 'standard goodwill-return process'",(no rows)
L3-Q-HARD-020,HARD,wrong,No matching answer rows; misses requested anomaly.,"(1) 4 รายการ (3,500 + 4,500 + 5,500 + 6,200 THB) (2) 19,700.00 THB (3) EMP-L3-00008, Ollie Logistics, Operations Manager, dept_code=OPS (4) 'manager delegated approval authority' (EN) / 'อำนาจอนุมัติของผู้จัดการ' / 'อำนาจที่ได้รับมอบหมาย' (TH)",(no rows)
L3-Q-MED-001,MED,correct,Value-level match against ground truth; output is markdown table.,"คำตอบ: - ปี 2024: `SKU-MASS-063` ขายได้มากที่สุด รวม `1,508` ชิ้น - ปี 2025: `SF-Galaxy-Pro-2568` ขายได้มากที่สุด รวม `4,370` ชิ้น ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_SALES_LINE_ITEM.csv` - กรอง `business_event_date` แยกปี 2024 และ 2025 - group by `sku_id` แล้ว sum `quantity` - เรียงจาก `quantity` มากไปน้อย","| sales_year | sku_id | total_units_sold |
| --- | --- | --- |
| 2024 | SKU-MASS-063 | 1508 |
| 2025 | SF-Galaxy-Pro-2568 | 4370 |"
L3-Q-MED-002,MED,correct,Value-level match against ground truth; output is markdown table.,"คำตอบ: Single largest deposit ใน `FACT_BANK_TRANSACTION` คือ: - `amount_thb`: `18,906,765` บาท - `business_event_date`: `2025-07-15` - `account_id`: `OPER-REMOTE` - `bank_txn_id`: `BT-202507-1041521243094` - `transaction_type`: `deposit` - `related_entity_table`: `FACT_SALES_DEPOSIT_BATCH` - `related_entity_id`: `REMOTE|2025-07-15|credit_card` - `description`: `B2C credit_card batch deposit REMOTE 2025-07-15` Source event ของรายการนี้คือยอดรับเงินแบบ batch จากยอดขาย B2C ช่องทาง online/REMOTE ที่จ่ายด้วย `credit_card` วันที่ `2025-07-15` ไม่ใช่ transaction สินค้ารายตัวเดียว แต่เมื่อตรวจยอดขายใน batch นี้พบว่าเกี่ยวข้องกับแคมเปญ `SF-LAUNCH-2568` เป็นหลัก: - จำนวน transaction ใน batch: `509` - sum `net_total_thb`: `18,906,765` บาท ตรงกับยอด deposit - promo campaign หลัก: `SF-LAUNCH-2568` จำนวน `501` transaction - SKU หลักใน batch: `SF-Galaxy-Pro-2568` - จำนวน `SF-Galaxy-Pro-2568` ใน batch: `501` เครื่อง - gross จาก `SF-Galaxy-Pro-2568` ใน batch: `19,488,900` บาท - campaign description: `SF Galaxy Pro 2568 launch promo` ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_BANK_TRANSACTION.csv` หาแถว `transaction_type = deposit` และ `amount_thb > 0` ที่มี `amount_thb` สูงสุด - ใช้ `tables/FACT_SALES.csv` ตรวจ batch จาก `related_entity_id = REMOTE|2025-07-15|credit_card` - ใช้ `tables/FACT_SALES_LINE_ITEM.csv` รวมยอด SKU ใน transaction ของ batch - ใช้ `tables/DIM_PRODUCT.csv` ดู product/brand ของ SKU - ใช้ `tables/DIM_PROMO_CAMPAIGN.csv` ดูคำอธิบาย campaign `SF-LAUNCH-2568` - มี render ที่เกี่ยวข้องกับ bank statement เดือนนี้ใน `renders/bank_statement/2025-07/BS-OPER-REMOTE-2568-07_header.png` และ transaction pages ของ account `OPER-REMOTE`; ค่าที่ใช้ตอบยึดจาก structured table เป็นหลัก","| amount_thb | business_event_date | account_id | bank_txn_id | transaction_type | related_entity_table | related_entity_id | description | batch_txn_count | batch_net_total_thb | primary_promo_campaign_id | primary_campaign_description_en | primary_sku_id | primary_sku_units | primary_sku_gross_revenue_thb |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 18,906,765.00 | 2025-07-15 | OPER-REMOTE | BT-202507-1041521243094 | deposit | FACT_SALES_DEPOSIT_BATCH | REMOTE|2025-07-15|credit_card | B2C credit_card batch deposit REMOTE 2025-07-15 | 509 | 18,906,765.00 | SF-LAUNCH-2568 | SF Galaxy Pro 2568 launch promo | SF-Galaxy-Pro-2568 | 501 | 19,488,900.00 |"
L3-Q-MED-003,MED,correct,Value-level match against ground truth; output is markdown table.,"คำตอบ: ลูกค้า B2C ที่ earn คะแนนสะสมรวมมากที่สุดคือ: - `customer_id`: `CUST-L3-023922` - คะแนน earned รวม: `15,738` - loyalty tier ปัจจุบันจาก `DIM_CUSTOMER`: `platinum` ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_LOYALTY_LEDGER.csv` - กรอง `event_type = earned` - join กับ `tables/DIM_CUSTOMER.csv` - กรอง `customer_type = B2C` - group by `customer_id` แล้ว sum `points_delta` - join/read `loyalty_tier` จาก `DIM_CUSTOMER`","| customer_id | total_earned_points | current_loyalty_tier |
| --- | --- | --- |
| CUST-L3-023922 | 15738 | platinum |"
L3-Q-MED-004,MED,correct,Value-level match against ground truth; output is markdown table.,คำตอบ: ในปี 2025 วันที่รับเงิน B2B ที่ล่าสุดที่สุดคือ `2025-12-31` และมีหลาย transaction ที่รับเงินวันนี้ (`23` transactions) ดังนั้นเลือก customer ที่ช้าสุดในกลุ่มวันที่ล่าสุดนี้จากจำนวนวันที่เกิน due date มากที่สุด: - `customer_id`: `CUST-L3-B2B-020600` - `txn_id`: `TXN-202510-18020600` - `payment_due_date`: `2025-12-17` - `payment_received_date`: `2025-12-31` - จ่ายช้ากว่า due date: `14` วัน - `payment_terms`: `NET-60` ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_SALES.csv` - กรอง `is_b2b = true` - กรอง `payment_received_date` อยู่ในปี 2025 - หา `payment_received_date` ล่าสุด คือ `2025-12-31` - ในกลุ่มวันล่าสุด คำนวณ `payment_received_date - payment_due_date` ถ้าติดลบให้นับเป็น `0` - ใช้ `tables/DIM_CUSTOMER.csv` เพื่อดึง `payment_terms`,"| customer_id | txn_id | payment_due_date | payment_received_date | days_late | payment_terms |
| --- | --- | --- | --- | --- | --- |
| CUST-L3-B2B-020600 | TXN-202510-18020600 | 2025-12-17 | 2025-12-31 | 14 | NET-60 |"
L3-Q-MED-005,MED,correct,Value-level match against ground truth; output is markdown table.,คำตอบ: SKU ที่มี stockout มากที่สุดในปี 2025 คือ: - `sku_id`: `SKU-MASS-048` - จำนวนเหตุการณ์ stockout: `10` branch-month events - กระทบ retail branch: `9` สาขา ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_INVENTORY_MONTHLY_SNAPSHOT.csv` - กรองปี 2025 จาก `business_event_date` - กรอง `closing_units = 0` - ใช้ `tables/DIM_BRANCH.csv` เพื่อกรอง retail/physical branch โดยใช้ `branch_type = branch` - group by `sku_id` - นับจำนวน row เป็น stockout events และนับ distinct `branch_code` เป็นจำนวนสาขาที่กระทบ,"| sku_id | stockout_events | affected_retail_branches |
| --- | --- | --- |
| SKU-MASS-048 | 10 | 9 |"
L3-Q-MED-006,MED,correct,Value-level match against ground truth; output is markdown table.,"คำตอบ: เปรียบเทียบ 11.11 Mega Sale: | campaign_id | redemption count | discount รวม | |---|---:|---:| | `MEGA-1111-2567` | `267` | `1,308,360` บาท | | `MEGA-1111-2568` | `442` | `2,868,084` บาท | ปี 2568 มี redemption มากกว่าปี 2567 อยู่ `175` ครั้ง และ discount รวมมากกว่า `1,559,724` บาท ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_PROMO_REDEMPTION.csv` - กรอง `campaign_id` เป็น `MEGA-1111-2567` และ `MEGA-1111-2568` - count rows เป็นจำนวน redemption - sum `discount_applied_thb` เป็นยอดส่วนลดรวม - ใช้ `tables/DIM_PROMO_CAMPAIGN.csv` เพื่อยืนยันว่า campaign เหล่านี้คือ `11.11 Mega Sale` - มี banner render ประกอบใน `renders/e7_banner/2024-11/BN-MEGA1111-2567.png` และ `renders/e7_banner/2025-11/BN-MEGA1111-2568.png`","| campaign_id | redemption_count | discount_total_thb |
| --- | --- | --- |
| MEGA-1111-2567 | 267 | 1,308,360.00 |
| MEGA-1111-2568 | 442 | 2,868,084.00 |"
